Name,Score,Genders,Type,Source,Popularity,Favorites
Ningyou no Yakata,5.57,Hentai,OVA,Visual novel,9142,2
Shikkaku Ishi,5.59,Hentai,OVA,Unknown,10740,2
Dokonjou Gaeru,6.43,"Slice of Life, Comedy, Shounen",TV,Manga,10121,4
Uchuu Enban Dai-Sensou,5.71,"Action, Mecha, Romance",Movie,Manga,10245,0
Violence Gekiga David no Hoshi,5.35,Hentai,OVA,Unknown,11771,2
The Chocolate Panic Picture Show,4.47,"Dementia, Psychological",OVA,Manga,8155,4
Biohazard 4D-Executer,5.51,"Action, Adventure, Military, Horror",Special,Game,7306,5
21 Emon,6.14,"Space, Comedy, Sci-Fi",TV,Unknown,11258,2
Choujuu Kishin Dancougar: Hakunetsu no Shuushou,5.99,"Mecha, Sci-Fi, Space",OVA,Unknown,10714,2
Higashi no Eden,7.83,"Action, Sci-Fi, Mystery, Drama, Romance, Thriller",TV,Original,274,4155
Kaumori,5.52,"Drama, Samurai",Movie,Original,10081,1
Nihonichi Momotarou,5.41,Fantasy,Movie,Original,10031,0
Restol: Teugsu Gujo Dae,6.29,"Action, Adventure, Police, Mecha",TV,Unknown,11506,1
Tabidachi: Ami Shuushou,5.73,"Drama, Romance",Movie,Unknown,10520,0
Kimi no Na wo Yobeba,6.39,"Hentai, School",OVA,Manga,7002,21
"Sora no Iro, Mizu no Iro Ero Specials",6.68,Hentai,OVA,Visual novel,7832,5
Castle Fantasia: Seima Taisen,5.56,Hentai,OVA,Visual novel,9021,1
Deep Voice,5.32,Hentai,OVA,Visual novel,9709,3
Doukyuusei 2 (OVA) Special: Sotsugyousei,5.31,"Ecchi, Harem, School",OVA,Unknown,10181,2
Bouken Shite mo Ii Koro,5.53,"Comedy, Seinen",OVA,Manga,10478,1
Injuu Onna Kyoushi,5.48,Hentai,OVA,Unknown,9965,2
Helter Skelter: Hakudaku no Mura,6.73,Hentai,OVA,Visual novel,5708,56
Glass no Kantai: La Legende du Vent de l'Univers Specials,6.18,"Adventure, Sci-Fi",Special,Original,9718,4
Mahou Shoujo Ai San: The Anime,6.24,"Demons, Hentai, School, Supernatural",OVA,Visual novel,7711,7
PuriGorota: Uchuu no Yuujou Daibouken,5.01,"Kids, Adventure, Sci-Fi",OVA,Unknown,7911,0
Great Mazinger,7.06,"Action, Mecha, Sci-Fi, Shounen",TV,Manga,6928,15
Umi no Momotarou,4.75,Samurai,Movie,Original,10277,0
Suteneko Tora-chan,5.76,Music,Movie,Original,10071,1
G.T.R G-cup Teacher Rei,5.14,Hentai,OVA,Unknown,10703,1
Keibiin,5.64,Hentai,OVA,Unknown,10566,1
Shin Ruri-iro no Yuki,5.6,Hentai,OVA,Unknown,10998,1
To LOVE-Ru OVA,7.31,"Comedy, Ecchi, Harem, School, Sci-Fi, Shounen",OVA,Manga,1050,293
GA: Geijutsuka Art Design Class,7.15,"Slice of Life, Comedy, School, Seinen",TV,4-koma manga,3903,69
Saki,7.48,"Game, School, Slice of Life",TV,Manga,1671,818
Apfelland Monogatari,6.03,"Adventure, Historical, Drama",Movie,Novel,9353,2
Ashita no Yukinojou,5.62,"Hentai, Romance, School, Sports",OVA,Visual novel,8421,2
Basquash!,7.24,"Sports, Mecha, Shounen",TV,Original,2513,183
Kobato.,7.98,"Comedy, Drama, Romance, Fantasy",TV,Manga,1064,1634
K-On!,7.84,"Music, Slice of Life, Comedy, School",TV,4-koma manga,108,19409
Summer Wars,8.09,"Sci-Fi, Comedy",Movie,Original,311,3623
Phantom: Requiem for the Phantom,8.01,"Action, Drama, Seinen, Thriller",TV,Visual novel,533,4307
Fresh Precure!,7.31,"Action, Slice of Life, Comedy, Magic, Fantasy, Shoujo",TV,Original,4492,147
Himekishi Angelica,6.3,Hentai,OVA,Visual novel,7010,15
Doura,4.95,Hentai,OVA,Unknown,11002,1
Gegege no Kitarou (1968),6.77,"Adventure, Comedy, Horror, Supernatural, Fantasy",TV,Manga,7611,19
Eien no Filena,5.8,"Adventure, Drama, Fantasy",OVA,Light novel,10527,1
Nodame Cantabile: Finale,8.27,"Comedy, Josei, Music, Romance",TV,Manga,1290,429
Rekka no Honoo: Final Burning,7.07,"Action, Adventure, Magic, Martial Arts, School, Sci-Fi, Super Power",Special,Manga,6044,9
"Shinran-sama: Negai, Soshite Hikari",NA,Historical,OVA,Unknown,13693,1
Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,7.13,"Action, Super Power, Magic, Romance, Fantasy",TV,Original,2744,113
Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!,7.32,Comedy,Movie,Unknown,7408,11
Tanoshii Muumin Ikka Bouken Nikki,7.5,"Kids, Slice of Life, Adventure, Fantasy",TV,Book,6540,16
Minami-ke Betsubara,7.51,"Comedy, Slice of Life",OVA,Manga,3146,14
Arcade Gamer Fubuki Extra,4.74,"Action, Ecchi, Parody, Adventure, Game, Comedy, School",Special,Original,9089,3
Kiniro no Corda: Secondo Passo,7.15,"Harem, Music, School, Shoujo",Special,Visual novel,2933,118
Sex Pistols,6.65,"Comedy, Drama, Supernatural, Yaoi",OVA,Manga,3204,103
Mobile Suit Gundam: More Information on the Universal Century,6.12,"Military, Sci-Fi, Space, Mecha",Special,Original,8176,0
Kodai Ouja Kyouryuu King: Yokuryuu Densetsu,6.3,"Action, Adventure, Game, Kids, Sci-Fi",TV,Game,6080,16
Okusama wa Joshikousei,5.33,"Romance, Hentai",OVA,Unknown,9122,6
Tayutama: Kiss on My Deity,6.78,"Harem, Romance, Supernatural",TV,Visual novel,1981,115
Space Cobra Pilot,6.48,"Action, Adventure, Space, Sci-Fi",Special,Manga,9327,1
Saimin Ryoujoku Gakuen,6.56,Hentai,OVA,Visual novel,6339,21
Tennis no Ouji-sama: Another Story - Kako to Mirai no Message,7.67,"Comedy, Sports, School, Shounen",OVA,Manga,4383,37
Precure All Stars Movie DX: Minna Tomodachi☆Kiseki no Zenin Daishuugou!,7.25,"Action, Fantasy, Magic, Shoujo",Movie,Original,6540,7
Aoki Ryuusei SPT Layzner OVA,6.78,"Action, Space, Mecha, Military, Sci-Fi, Shounen",OVA,Unknown,9561,4
Dororo to Hyakkimaru,7.17,"Action, Adventure, Supernatural",TV,Manga,4568,76
15 Bishoujo Hyouryuuki,6.82,"Comedy, Harem, Hentai",OVA,Original,3610,228
Uchuu Kuubo Blue Noah,6.56,"Action, Drama, Military, Sci-Fi, Space",TV,Original,9587,1
Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,7.28,"Comedy, Ecchi, Fantasy, Harem, Magic",Special,Light novel,1675,148
Akaneiro ni Somaru Saka: Hardcore,6.43,"Comedy, Ecchi, Harem, Romance",Special,Visual novel,2681,35
69 Pink Riders 2,4.89,Hentai,OVA,Unknown,10420,3
Seitokaichou ni Chuukoku,7.05,"Comedy, Drama, Romance, School, Yaoi",OVA,Manga,2514,147
Isekai no Seikishi Monogatari,7.84,"Action, Comedy, Ecchi, Fantasy, Harem, Mecha, School",OVA,Original,935,1706
Koisuru Tenshi Angelique: Chibi Character Adventure,6.07,"Adventure, Comedy",Special,Unknown,11172,0
Ai no Kusabi (2012),6.65,"Drama, Romance, Sci-Fi, Yaoi",OVA,Light novel,3079,124
G-9,5.9,Fantasy,OVA,Unknown,8462,2
Kaede New Town,5.29,"Comedy, Romance, School, Slice of Life",Movie,Original,11695,0
Fantascope: Tylostoma,6.77,"Fantasy, Supernatural",OVA,Unknown,8024,7
Kupu~!! Mamegoma!,NA,Kids,TV,Unknown,11535,4
Sakuran Boy DT,NA,"Comedy, Super Power",TV,Original,12405,2
Nezumi no Rusuban,4.57,Action,Movie,Original,10602,0
Doubutsu Sumo Taikai,4.73,Action,Movie,Original,10499,0
Urashima Tarou (1931),4.59,Action,Movie,Other,9306,1
Dankichi-jima no Olympic Taikai,4.38,"Action, Sports",Movie,Original,10275,0
Tori no Uta,6.46,Fantasy,OVA,Unknown,7090,6
Zenmai Zamurai,NA,"Comedy, Kids",TV,Original,12658,2
Oira no Yakyuu,5.42,Sports,Movie,Original,9491,0
Kishin Douji Zenki Gaiden: Anki Kitan,6.44,"Action, Demons, Supernatural",OVA,Unknown,9355,2
Blocker Gundan IV Machine Blaster,6.01,"Action, Mecha, Sci-Fi",TV,Unknown,11204,0
Tsurupika Hagemaru-kun,6.87,"Kids, Comedy",TV,4-koma manga,9148,16
Tiger Mask Nisei,7.31,"Action, Sports, Drama",TV,Manga,6581,16
Tondemo Senshi Muteking,6.39,"Action, Comedy, Kids, Magic, Mecha, Sci-Fi, Shounen, Super Power",TV,Unknown,11922,3
Kyojin no Hoshi,6.79,"Drama, Sports",TV,Manga,9039,8
Hanasakeru Seishounen,7.76,"Drama, Romance, Shoujo",TV,Manga,2056,595
Furudera no Obake-soudou,5.16,"Action, Adventure",Movie,Original,10783,0
Yume wo Kanaeru Zou,NA,Comedy,TV,Manga,13135,0
Kotatsu Neko,5.85,Comedy,ONA,Original,10455,1
Pokemon: Pikachu no Obake Carnival,6.3,"Adventure, Comedy, Fantasy, Kids",Special,Game,6252,3
Pokemon: Pikachu no Natsumatsuri,6.29,"Action, Comedy, Fantasy, Kids",Special,Game,6049,3
Cinnamon the Movie,6.19,Fantasy,Movie,Unknown,9821,4
Zettai Karen Children: Oobanburumai! Natsuko to Hotaru no B.A.B.E.L. Tsuushin,6.38,"Action, Comedy, Supernatural, Shounen",Special,Unknown,8286,1
Shin Chou Kyou Ryo: Condor Hero III,7.33,"Action, Adventure, Drama, Historical, Romance",TV,Novel,8394,5
Kiddy GiRL-AND Pilot,6.73,"Action, Super Power, Sci-Fi",OVA,Original,6816,6
Fumoon,5.95,Sci-Fi,Special,Unknown,10843,1
Nanaka 6/17 Special,6.61,"Comedy, Drama, Romance, Shounen, Slice of Life",Special,Manga,9274,3
Haru no Uta,4.66,Music,Movie,Original,10102,1
Chou no Sainan,5.38,Action,Movie,Original,10418,0
Hibari no Yadogae,4.95,Action,Movie,Original,10535,0
Norakuro Nitouhei: Kyouren no Maki,5.04,"Action, Adventure",Movie,Manga,11047,0
Doubutsu Mura no Sports Day,5.08,Action,Movie,Original,10917,2
Tarou-san no Kisha,5.43,Action,Movie,Original,9814,1
Sankou to Tako: Hyakumanryou Chinsoudou,5.25,Action,Movie,Original,11687,0
Kobutori (1929),5.93,"Comedy, Demons",Movie,Other,8248,4
Izumo,5.79,"Adventure, Historical, Fantasy",OVA,Manga,11057,0
Abunai Sisters: Koko & Mika,2.5,"Action, Comedy, Ecchi",OVA,Original,6805,27
Love Position: Halley Densetsu,5.71,"Fantasy, Sci-Fi",OVA,Unknown,10632,2
Oshiruko,5.14,Comedy,ONA,Original,10437,0
Examurai Sengoku,6.37,"Action, Sci-Fi, Martial Arts, Samurai",TV,Other,7267,5
Kujira no Josephina,NA,"Adventure, Fantasy",TV,Novel,12580,1
Long Dao Qi Yuan,5.7,"Action, Fantasy",Movie,Original,11248,2
Inko,5.65,"Hentai, Yuri",OVA,Original,6911,14
Kousoku Denjin Albegus,6.72,Mecha,TV,Unknown,9708,4
Tistou Midori no Oyayubi,NA,"Historical, Magic",Movie,Original,11561,0
Jean Valjean Monogatari,6.23,Drama,Special,Unknown,11088,1
Hyakujitsu no Bara,6.64,"Drama, Yaoi",OVA,Manga,3035,104
B.B. Fish,4.74,"Drama, Romance, Seinen",OVA,Manga,9357,0
Mujigen Hunter Fandora,5.58,"Adventure, Fantasy, Sci-Fi",OVA,Unknown,8994,1
Chinpui,6.15,Comedy,TV,Manga,10909,4
Seitokai no Ichizon,7.36,"Harem, Comedy, Parody, School",TV,Light novel,894,692
Kanamemo,6.89,"Comedy, Ecchi, Shoujo Ai, Slice of Life",TV,4-koma manga,2790,74
Donguri no Ie,NA,Drama,Movie,Manga,14548,1
Tsuru ni Notte: Tomoko no Bouken,6.33,Drama,Movie,Unknown,11563,0
Deimos no Hanayome: Ran no Kumikyoku,5.7,"Mystery, Horror, Demons, Psychological, Supernatural, Drama, Magic, Fantasy, Shoujo",OVA,Manga,7047,14
Xanadu Dragonslayer Densetsu,5.55,"Adventure, Comedy, Fantasy",OVA,Game,10618,0
Utsunomiko,NA,"Adventure, Demons, Fantasy",Movie,Light novel,11303,0
Tenjouhen: Utsunomiko,NA,"Adventure, Demons, Fantasy",Movie,Light novel,11682,0
Utsunomiko: Heaven Chapter,6.12,"Adventure, Demons, Fantasy",OVA,Light novel,11058,1
Koushoku Ichidai Otoko,6.08,"Drama, Hentai, Historical, Psychological",OVA,Unknown,7847,6
Neko Hiki no Oruorane,6.3,"Music, Fantasy",OVA,Unknown,9946,6
Antique Heart,5.58,"Magic, Mystery, School",OVA,Original,10164,0
Hoshi Neko Fullhouse,5.89,"Sci-Fi, Comedy, Romance",OVA,Original,10908,3
Kigyou Senshi Yamazaki: Long Distance Call,5.82,"Sci-Fi, Drama, Seinen",OVA,Manga,11124,0
Hi no Ame ga Furu,7.15,"Drama, Historical",Movie,Unknown,9888,2
Hayou no Tsurugi: Shikkoku no Mashou,NA,"Supernatural, Fantasy, Shoujo",OVA,Unknown,12705,0
Ai to Ken no Camelot: Mangaka Marina Time Slip Jiken,5.71,"Adventure, Fantasy, Comedy",OVA,Unknown,11549,3
Shiroi Kiba White Fang Monogatari,6.36,"Adventure, Historical, Drama",Special,Novel,11145,1
Greed,4.93,"Adventure, Fantasy",OVA,Original,11165,0
Animation Kikou: Marco Polo no Bouken,6.16,"Adventure, Historical",TV,Original,11403,4
Hashire! Shiroi Ookami,6.19,Drama,Movie,Unknown,10665,1
Onegai♪My Melody Kirara★,6.46,"Fantasy, Magic, Comedy",TV,Unknown,9564,4
Seiken no Blacksmith,6.74,"Action, Adventure, Fantasy",TV,Light novel,999,215
Cross Game,8.43,"Comedy, Drama, Romance, School, Shounen, Sports",TV,Manga,1392,2732
The Aurora: Umi no Aurora,NA,"Adventure, Sci-Fi",Movie,Unknown,13036,0
Element Hunters,6.64,"Sci-Fi, Shounen",TV,Original,4555,17
Tengen Toppa Gurren Lagann Movie Zenyasai: Viral no Amai Yume,7.3,Comedy,OVA,Original,3211,18
Mahou no Princess Minky Momo: Yume wo Dakishimete,6.65,"Magic, Shoujo",TV,Original,8862,0
Toaru Majutsu no Index-tan,6.96,"Comedy, Parody",Special,Light novel,2341,42
High School! Kimengumi (Movie),6.06,"Comedy, Parody, Romance, School, Shounen",Movie,Manga,11558,0
Nyoro-n Churuya-san,6.53,Comedy,ONA,4-koma manga,3130,42
Sora no Otoshimono,7.36,"Sci-Fi, Harem, Comedy, Supernatural, Romance, Ecchi, Shounen",TV,Manga,338,4035
Mizugi Kanojo The Animation,7.31,Hentai,OVA,Manga,4040,206
Metal Fight Beyblade,6.68,"Adventure, Comedy, Sports",TV,Manga,2111,257
Kinnikuman II Sei: Ultimate Muscle,6.92,"Action, Comedy, Martial Arts, Sci-Fi, Shounen, Sports",TV,Manga,6137,11
Kinnikuman II Sei: Ultimate Muscle 2,6.97,"Action, Sci-Fi, Comedy, Sports, Martial Arts, Shounen",TV,Manga,6501,3
Fight Ippatsu! Juuden-chan!!,6.68,"Ecchi, Comedy, Sci-Fi, Shounen",TV,Manga,3034,51
Kannagi: Moshimo Kannagi ga Attara...,7.09,"Comedy, School, Shounen, Supernatural",Special,Manga,3020,9
Higepiyo,7.12,Comedy,TV,Original,6285,16
Ristorante Paradiso,7.36,"Drama, Josei, Romance, Slice of Life",TV,Manga,2648,159
Tengai Makyou: Jiraiya Oboro-hen,NA,"Adventure, Fantasy",OVA,Unknown,13336,1
Marin to Yamato: Fushigi na Nichiyoubi,NA,Kids,OVA,Original,14330,1
Cosmic Fantasy: Ginga Mehyou no Wana,5.54,"Action, Sci-Fi, Space, Comedy, Romance, Fantasy",OVA,Game,11206,0
Tsuyoshi Shikkari Shinasai,6.86,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,Manga,9186,6
Samayou Midara na Lunatics,6.36,Hentai,OVA,Visual novel,7580,19
Midoriyama Koukou Koushien-hen,NA,"Comedy, School, Sports",OVA,Unknown,13299,0
Tennis no Ouji-sama: Oshougatsu Special,6.87,"Action, Comedy, Sports, Shounen",Special,Manga,5938,14
Sabu to Ichi Torimono Hikae,6.37,"Action, Slice of Life, Adventure, Police, Martial Arts, Samurai, Historical, Drama, Shounen",TV,Manga,9458,9
Hottarake no Shima: Haruka to Mahou no Kagami,7.39,Fantasy,Movie,Original,5214,17
Haruwo,4.82,Action,OVA,Original,10720,2
Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,7.9,"Adventure, Fantasy, Historical, Romance",OVA,Light novel,1065,305
Jewelpet,6.65,"Fantasy, Magic, Shoujo",TV,Original,5187,41
Kinpatsu no Jeanie,NA,"Historical, Drama",TV,Music,11373,0
Megami Tantei Vinus File,5.33,Hentai,OVA,Manga,10799,2
Kyoushoku Soukou Guyver (1989),7.12,"Action, Horror, Sci-Fi, Super Power",OVA,Manga,4772,118
Patchin shite! Obaachan,NA,Drama,Movie,Unknown,14323,0
Nogizaka Haruka no Himitsu: Purezza,7.2,"Comedy, Ecchi, Romance",TV,Light novel,1938,101
Chi's Sweet Home: Atarashii Ouchi,7.75,"Comedy, Kids, Slice of Life",TV,Manga,3295,116
Battle Can²,4.47,"Action, Hentai, Sci-Fi",OVA,Unknown,10567,0
Dr. Slump Movie 04: Arale-chan Hoyoyo! Nanaba Shiro no Hihou,6.38,"Sci-Fi, Comedy, Shounen",Movie,Manga,9977,0
Needless,7.28,"Action, Sci-Fi, Comedy, Super Power, Ecchi, Seinen",TV,Manga,1169,557
Osu!! Karate-bu,6.73,"Martial Arts, School, Shounen",OVA,Manga,9539,3
Aquarion Movie: Ippatsu Gyakuten-hen,6.78,"Fantasy, Mecha, Drama",Movie,Unknown,6083,4
Dragon Ball Kai,7.73,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,Manga,536,2666
Transformers Zone,5.7,"Mecha, Sci-Fi",OVA,Unknown,9534,1
Honoo no Haramase Doukyuusei,6.68,"Harem, Hentai, School, Yuri",OVA,Visual novel,5754,21
Kimi ni Todoke,8.02,"Slice of Life, Drama, Romance, School, Shoujo",TV,Manga,148,10587
Tales of Vesperia: The First Strike,7.62,"Action, Adventure, Fantasy, Magic, Military",Movie,Game,2418,158
Mahou Sensei Negima!: Mou Hitotsu no Sekai,7.63,"Action, Adventure, Supernatural, Magic, Ecchi, Shounen",OVA,Manga,3533,46
F,6.67,"Cars, Shounen, Sports",TV,Manga,8460,11
Sasuke,6.52,"Action, Martial Arts, Historical, Shounen",TV,Manga,10470,7
1-gatsu ni wa Christmas,5.46,"Drama, Romance",OVA,Manga,10578,1
Maryuu Senki,5.24,"Fantasy, Horror",OVA,Original,8750,7
Duel Masters Movie 2: Lunatic God Saga,5.98,"Action, Adventure, Comedy, Shounen",Movie,Original,10667,1
Penguin no Mondai Movie,NA,"Comedy, Kids",Movie,Unknown,14778,0
Higurashi no Naku Koro ni Kai Specials,7.25,"Comedy, Parody",Special,Visual novel,2506,144
Lemon Angel YJ-ban,6.1,"Romance, School",OVA,Manga,11901,0
Moeru! Oniisan,6.22,"Action, Adventure, Comedy",TV,Manga,10739,1
Sensei no Ojikan: Doki Doki School Hours OVA,6.59,"Comedy, School",OVA,4-koma manga,8833,2
Gregory Horror Show,6.61,"Mystery, Comedy, Horror, Demons, Supernatural",TV,Original,7736,49
Juuippiki no Neko,5.88,Fantasy,Movie,Picture book,11324,5
Juuippiki no Neko to Ahoudori,NA,"Kids, Adventure, Fantasy",Movie,Picture book,12468,2
21 Emon Uchuu e Irasshai!,NA,"Space, Comedy, Sci-Fi",Movie,Unknown,12313,7
21 Emon Uchuu ike! Hadashi no Princess,6.04,"Space, Comedy, Sci-Fi",Movie,Unknown,11968,11
Ai no Wakakusa Yama Monogatari,6.08,Comedy,TV,Manga,10585,0
"""Eiji""",5.76,"Comedy, Drama, Sports",OVA,Manga,8948,2
Akubi Girl,5.89,"Comedy, Fantasy",TV,Unknown,11350,1
Al Caral no Isan,5.5,"Sci-Fi, Space, Seinen",OVA,Manga,10564,0
Jetter Mars,6.22,"Action, Drama, Mecha, Sci-Fi",TV,Original,10631,1
Hon Ran,5.07,"Action, Magic, Martial Arts",OVA,Unknown,9549,0
Shiritsutantei: Toki Shouzou Trouble Note - Hard & Loose,NA,"Action, Mystery",OVA,Manga,13000,0
Anmitsu Hime,6.3,"Comedy, Historical, Shoujo",TV,Manga,10772,4
A Piece of Phantasmagoria,6.22,"Fantasy, Kids",OVA,Unknown,7331,22
Azuki-chan the Movie,6.09,"Comedy, Romance, Shoujo, Slice of Life",Movie,Manga,11108,0
Bad Boys,6.47,"Action, Comedy, Seinen",OVA,Manga,9058,6
Heisei Harenchi Gakuen,5.28,"Hentai, Comedy, School",OVA,Unknown,9979,2
Sora no Manimani,7.09,"Slice of Life, Comedy, Romance, School, Seinen",TV,Manga,2603,64
Aruhi no Clamp Gakuen Tanteidan,6.15,Comedy,Special,Manga,10278,1
Shin Koihime†Musou,6.84,"Comedy, Ecchi, Fantasy, Historical",TV,Visual novel,3089,46
Rainbow: Nisha Rokubou no Shichinin,8.52,"Drama, Historical, Seinen, Thriller",TV,Manga,466,7421
Lupin III vs. Detective Conan,7.8,"Action, Adventure, Comedy, Mystery, Shounen",Special,Unknown,3158,38
Mainichi Kaasan,7.32,"Slice of Life, Comedy",TV,Manga,8174,28
Gokujou!! Mecha Mote Iinchou,6.38,"Comedy, Romance, School, Shoujo",TV,Manga,5806,20
Cookin' Idol Ai! Mai! Main!,6.18,"Comedy, Kids",TV,Original,9477,3
Mitama: Nin,5.8,"Demons, Hentai, Martial Arts, Yuri",OVA,Visual novel,7676,9
Jinkou Shoujo: Henshin Sex Android,6.69,Hentai,OVA,Original,6113,37
Toshishun,NA,"Adventure, Drama, Fantasy, Historical, Supernatural",Special,Book,14093,1
Toradora!: SOS! Kuishinbou Banbanzai,6.37,Comedy,Special,Light novel,1552,92
Umi Monogatari: Anata ga Ite Kureta Koto,6.64,"Supernatural, Drama, Magic, Romance, Fantasy",TV,Game,3392,30
Marie & Gali,6.31,Comedy,TV,Original,7394,1
Charady no Joke na Mainichi,5.39,Comedy,TV,Original,8597,1
Violence Gekiga Shin David no Hoshi: Inma Densetsu,5.22,Hentai,OVA,Unknown,12183,0
Tsuki no Waltz,6.48,"Music, Kids",Music,Original,8604,2
Yurumates,6.39,"Slice of Life, Comedy, Seinen",OVA,4-koma manga,6099,4
Chibi Maruko-chan (1995),7.18,"Slice of Life, Comedy, Kids, School",TV,Manga,7798,27
Shanshan de Hongxing: Hongxing Xiao Yongshi,NA,"Slice of Life, Historical, Kids",Movie,Unknown,13825,0
Final Fantasy VII: On the Way to a Smile - Episode: Denzel,7.13,"Action, Fantasy, Super Power",OVA,Novel,3357,16
Final Fantasy VII: Advent Children - Venice Film Festival Footage,7.55,"Action, Fantasy, Drama, Sci-Fi",Movie,Game,4873,16
Saint Seiya Recap,7.15,"Sci-Fi, Adventure, Fantasy, Shounen",Special,Unknown,6062,11
Saint Seiya: Meiou Hades Juuni Kyuu-hen - Yomigaerishi Gold Saint-tachi no Shinwa,7.69,"Adventure, Sci-Fi, Shounen",Special,Unknown,5185,21
Xi Yang Yang Yu Hui Tai Lang: Zhi Niu Qi Chong Tian,5.94,"Adventure, Comedy, Kids",Movie,Unknown,12917,0
Tailenders,6.75,"Action, Adventure, Cars, Sci-Fi",Movie,Original,3985,28
Kuroshitsuji Recap,7.21,"Action, Mystery, Comedy, Historical, Demons, Supernatural, Shounen",Special,Manga,2819,121
Aoi Hana,7.16,"Romance, Shoujo Ai, Slice of Life",TV,Manga,1692,387
White Album 2nd Season,6.84,"Drama, Harem, Music, Romance",TV,Visual novel,2530,55
Asobi ni Iku yo!,6.65,"Comedy, Ecchi, Harem, Romance, Sci-Fi",TV,Light novel,917,495
Tenjoubito to Akutobito Saigo no Tatakai,7.14,"Action, Fantasy, Magic, Super Power, Supernatural",Movie,Original,5591,10
Saint Seiya: The Lost Canvas - Meiou Shinwa,8,"Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural",OVA,Manga,1602,956
Layton Kyouju to Eien no Utahime,7.63,"Adventure, Mystery",Movie,Game,3392,145
Pokemon Movie 12: Arceus Choukoku no Jikuu e,7.02,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,Game,1949,101
Highway Jenny,5.28,Fantasy,OVA,Original,10352,3
Maihime,6.77,"Historical, Drama, Romance",OVA,Unknown,9345,5
You Shoumei Bijutsukan Line,5.51,Fantasy,OVA,Unknown,11136,1
Makaryuudo Demon Hunter,5.41,"Supernatural, Demons",OVA,Manga,9120,4
Nodame Cantabile OVA,7.47,"Comedy, Josei, Music, Romance, Slice of Life",OVA,Manga,3304,11
Baton,5.8,"Adventure, Sci-Fi",Movie,Unknown,8652,0
Stretta The Animation,6.93,Hentai,OVA,Manga,5107,52
Rita to Nantoka,NA,Slice of Life,TV,Picture book,12407,0
Detective Conan OVA 08: High School Girl Detective Sonoko Suzuki's Case Files,7.21,"Police, Comedy, Mystery, Shounen",OVA,Manga,4774,6
Mai-Otome Zwei Special,6.71,Magic,Special,Original,7676,6
Princess Lover!,6.79,"Harem, Comedy, Ecchi, School",TV,Visual novel,852,376
Daisetsusan no Yuusha Kibaou,6.92,"Adventure, Drama",Special,Unknown,11339,3
Sasameki Koto,7.09,"Comedy, Romance, School, Shoujo Ai",TV,Manga,2038,292
Kämpfer,6.45,"Action, Comedy, Ecchi, Romance, School, Shoujo Ai, Super Power",TV,Light novel,613,812
La Vilaine LuLu,NA,Comedy,Special,Unknown,14918,0
Macross 7 Plus,6.81,"Music, Slice of Life, Space, Mecha",Special,Original,6161,9
Tokyo Magnitude 8.0,8.06,Drama,TV,Original,611,1674
Toaru Kagaku no Railgun,7.72,"Action, Sci-Fi, Super Power",TV,Manga,281,7702
Dr.,6.11,"Action, Adventure, Magic, Super Power, Music, Sci-Fi",Music,Unknown,8467,0
Crayon Shin-chan Movie 03: Unkokusai no Yabou,6.89,"Sci-Fi, Comedy, Historical, Seinen",Movie,Manga,7450,5
Nijiiro Hotaru: Eien no Natsuyasumi,7.02,"Fantasy, Romance, Slice of Life",Movie,Novel,6072,10
Musuko no Tomodachi ni Okasarete,6.33,Hentai,OVA,Visual novel,7060,18
Utawarerumono Recaps,6.47,"Action, Drama, Fantasy",Special,Unknown,7299,1
Lovedol: Lovely Idol OVA,6.15,"Comedy, Drama, Ecchi, Harem, Music",OVA,Unknown,9295,1
Konpeki no Kantai,6.47,"Action, Drama, Historical, Military",OVA,Unknown,8735,6
Kyokujitsu no Kantai,6.38,"Action, Drama, Historical, Military",OVA,Unknown,10137,3
Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata,7.45,"Mystery, Shounen",OVA,Unknown,4817,26
True Tears: Mini Chara 4-koma Gekijou,6.32,"Comedy, Parody, School",Special,Original,4958,4
Immoral,6.18,Hentai,OVA,Visual novel,7202,8
Spirit of Wonder: China-san Tanpenshuu,6.61,"Comedy, Sci-Fi, Seinen",Special,Unknown,9266,2
Black Jack: Sora kara Kita Kodomo,6.8,Drama,OVA,Unknown,8049,3
Sketchbook: Full Color's Picture Drama,6.39,"Slice of Life, Comedy",Special,4-koma manga,8738,2
Koguma no Misha,NA,"Kids, Adventure, Comedy, Drama",TV,Original,12927,1
Manga Sekai Mukashibanashi,7.06,"Adventure, Fantasy, Historical, Drama",TV,Unknown,9919,6
Joseito,5.6,"Drama, School, Slice of Life",OVA,Unknown,9801,2
Eko Eko Azarak,NA,"Fantasy, Horror, Magic",OVA,Unknown,12081,1
Sekishoku Elegy,5.95,Romance,OVA,Unknown,10902,1
Neko Machi,6.23,"Fantasy, Horror",OVA,Unknown,10121,3
