Name,Score,Genders,Type,Source,Popularity,Favorites
Gendai Kibunroku Kaii Monogatari,NA,Horror,OVA,Unknown,10280,1
Zakuro Yashiki,NA,Historical,OVA,Unknown,10891,0
Tsuyu no Hito Shizuku,NA,Historical,OVA,Unknown,13186,0
Pokemon Fushigi no Dungeon: Sora no Tankentai - Toki to Yami wo Meguru Saigo no Bouken,6.7,"Adventure, Fantasy, Kids",Special,Game,5178,3
Umezu Kazuo no Noroi,6.15,Horror,OVA,Manga,6465,25
Manga Nippon Mukashibanashi (1976),6,"Fantasy, Historical",TV,Unknown,10273,3
Cat Shit One,7.01,"Action, Fantasy, Military",ONA,Manga,3239,58
Asylum Session,5.06,"Sci-Fi, Seinen",Movie,Original,7327,4
Anata no Shiranai Kangofu: Seiteki Byoutou 24 Ji,6.06,"Hentai, Yuri",OVA,Visual novel,6728,19
Akikan!: Kan Ippatsu!? Onsen Panic,6.27,"Ecchi, Comedy",OVA,Light novel,3385,8
Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,7.31,"Action, Mecha, Sci-Fi, Space",Movie,Original,2205,235
Full Metal Panic! The Second Raid Episode 00,7.42,"Action, Military, Adventure, Mecha",Special,Light novel,2739,39
Koukou Butouden Crows,6.79,"Action, School, Shounen",OVA,Manga,7602,25
Kamen Rider Den-O: Imagin Anime 2,6.52,"Action, Adventure, Comedy, Kids, Super Power",OVA,Other,11050,3
Maria-sama ga Miteru 4th Specials,7.21,Comedy,Special,Light novel,6512,3
Perman,6.38,"Adventure, Comedy",TV,Unknown,8550,16
Life no Color,5.57,"Music, School",Movie,Unknown,8633,0
Kinnikuman II Sei: Second Generations,6.43,Comedy,Movie,Unknown,10560,0
Sarutobi Ecchan,6.04,"Comedy, Kids, Magic, School",TV,Unknown,11338,0
Taiho Shichau zo: Full Throttle - Watashitachi no Iru Basho,7.04,"Action, Adventure, Comedy, Police",Special,Manga,8140,0
Kigurumikku V3,5.28,"Comedy, Ecchi, Magic, Mecha, Parody",ONA,Unknown,9207,0
Omamori Himari,6.93,"Action, Harem, Comedy, Demons, Supernatural, Romance, Ecchi, Fantasy",TV,Manga,729,735
Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,7.35,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,Manga,1006,152
Miracle Train: Chuo-sen e Youkoso,6,"Fantasy, Shoujo",Special,Manga,7288,7
Bondage Game: Shinsou no Reijoutachi - Shinsou no Doreitachi,5.29,"Hentai, Psychological",Special,Visual novel,8398,6
Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako!,6.66,"Comedy, Supernatural, Fantasy",Special,Unknown,4499,5
Ten Little Gall Force,6.22,"Action, Military, Sci-Fi, Space, Comedy, Parody, Mecha",OVA,Original,9820,1
Mobile Suit Gundam Unicorn,8.16,"Action, Drama, Mecha, Military, Sci-Fi, Space",OVA,Novel,1715,1396
Hitoriga The Animation,6.3,Hentai,OVA,Manga,6300,13
"Shikabane Hime: Kuro – Soredemo, Hito to Shite",7,"Action, Adventure, Horror, Supernatural, Drama",Special,Manga,4352,9
Cherry no Manma,4.85,"Romance, Shoujo",OVA,Manga,9315,1
Baka to Test to Shoukanjuu,7.6,"Comedy, Romance, School, Super Power",TV,Light novel,221,5734
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",7.85,"Drama, Romance, School",Special,Visual novel,661,615
Marie & Gali Episode Zero,5.8,Comedy,Special,Original,10125,0
ef: A Tale of Memories. - Prologue,7.1,"Drama, Music",Special,Visual novel,3114,16
Karuizawa Syndrome,5.73,"Slice of Life, Comedy, Drama, Romance, Seinen",OVA,Manga,11754,0
Legend of Regios,6.48,Magic,Special,Unknown,5111,8
Higashi no Eden Movie I: The King of Eden,7.6,"Comedy, Drama, Mystery, Romance, Slice of Life, Thriller",Movie,Original,1018,155
Kagaku Ninja-tai Gatchaman II,6.45,"Action, Adventure, Sci-Fi, Shounen",TV,Unknown,9071,6
Kagaku Ninja-tai Gatchaman F,6.34,"Action, Adventure, Sci-Fi, Shounen",TV,Unknown,9205,5
Zan Sayonara Zetsubou Sensei,7.91,"Comedy, Parody, School, Shounen",TV,Manga,1545,229
Kyou no 5 no 2 (TV): Takarabako,7.08,"Comedy, Ecchi, School, Seinen",OVA,Manga,5460,3
Tetsuwan Birdy Decode: The Cipher,7.3,"Action, Comedy, Sci-Fi",OVA,Manga,3728,18
Strike Witches 2,7.32,"Action, Ecchi, Magic, Military, Sci-Fi",TV,Original,1771,284
Chargeman Ken!,4.73,"Action, Adventure, Sci-Fi, Shounen",TV,Original,8318,14
Ippon Bouchou Mantarou,NA,Seinen,OVA,Manga,13162,1
Pokemon: Yadoking no Ichinichi,6.1,"Fantasy, Kids",Special,Game,4865,4
R20: Ginga Kuukou,5.57,Sci-Fi,Special,Original,10180,0
Issho ni Training: Training with Hinako,4.73,"Ecchi, Sports",OVA,Original,3861,30
Tentou Mushi no Uta,6.35,"Drama, Slice of Life",TV,Manga,11798,2
Higashi no Eden: Falling Down,7.4,Music,Music,Unknown,4411,14
ef: A Tale of Melodies. - Prologue,7.29,Music,Special,Visual novel,3885,14
Bakunyuu Maid Kari,6.29,Hentai,OVA,Original,6821,28
"""Bungaku Shoujo"" Movie",7.41,"Mystery, Drama, Romance, School",Movie,Light novel,2049,222
Yuki Terai,NA,Music,OVA,Original,12217,1
Go! Go! Ackman,6.18,"Action, Comedy, Demons, Supernatural",OVA,Manga,9479,3
Eyeshield 21: Jump Festa 2005 Special,6.77,"Action, Comedy, Shounen, Sports",Special,Manga,6088,8
Cinderella Express,5.74,"Ecchi, Comedy, Romance, Seinen",OVA,Manga,10766,2
Fullmetal Alchemist: Brotherhood Specials,8.03,"Military, Adventure, Drama, Magic, Fantasy, Shounen",Special,Manga,1170,220
Cartagra: Tsuki Gurui no Yamai,5.77,Hentai,OVA,Visual novel,7478,8
Weiß Survive,6.11,"Game, Comedy, Ecchi",TV,Card game,3748,10
Psychoarmor Govarian,6.13,"Action, Mecha, Super Power, Sci-Fi",TV,Original,10838,0
Chameko no Ichinichi,4.9,Comedy,Movie,Original,10872,0
Sora wo Kakeru Shoujo Picture Drama,6.29,"Adventure, Comedy, Sci-Fi, Space",Special,Unknown,8708,2
Detective Conan OVA 09: The Stranger in 10 Years...,7.94,"Adventure, Comedy, Mystery, Police, Shounen",OVA,Manga,3927,20
AIKa Zero,5.93,"Action, Ecchi, Adventure, Comedy",OVA,Original,4164,29
Tegamibachi,7.65,"Adventure, Supernatural, Fantasy, Shounen",TV,Manga,1357,782
Break-Age,NA,"Sci-Fi, Mecha, Shounen",OVA,Manga,11955,1
Yuusei Shounen Papii,5.87,"Action, Sci-Fi, Space, Super Power",TV,Unknown,11768,1
Akuu Daisakusen Srungle,6.17,"Action, Mecha, Sci-Fi",TV,Original,10258,1
Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,7.2,"Action, Adventure, Comedy, Seinen",Movie,Manga,6937,7
Amefuri Kozou,6.19,"Supernatural, Fantasy",OVA,Manga,9826,1
Hoshi wo Katta Hi,7.06,"Sci-Fi, Kids",Movie,Original,5938,3
Kangoku Senkan,6.95,Hentai,OVA,Visual novel,5263,161
Detective Conan Movie 14: The Lost Ship in the Sky,8.15,"Action, Mystery, Police, Shounen",Movie,Manga,2466,54
Tensai Bakabon,6.42,"Slice of Life, Comedy",TV,Unknown,10845,2
Gakkou no Kowai Uwasa: Hanako-san ga Kita!!,6.2,Horror,TV,Unknown,9752,7
Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron,6.81,"Slice of Life, Romance, Shoujo Ai",Special,Original,3571,11
Sugar Bunnies Fleur,NA,Kids,TV,Unknown,12368,1
Sugar Bunnies Chocolate!,NA,Kids,TV,Unknown,12512,0
Chokin Senshi Cashman,5.68,"Action, Comedy",OVA,Unknown,9831,1
Zero no Tsukaima: Princesses no Rondo Picture Drama,6.95,"Action, Adventure, Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School",Special,Light novel,2497,89
Scandal,5.32,"Music, Slice of Life",ONA,Music,9480,6
Minky Momo in Tabidachi no Eki,6.31,"Drama, Magic, Fantasy, Shoujo",OVA,Unknown,10003,0
Cutey Honey Flash: The Movie,6.08,"Adventure, Comedy, Magic, Romance",Movie,Unknown,7709,2
Seikon no Qwaser,6.45,"Action, Super Power, Supernatural, Ecchi, Seinen",TV,Manga,553,759
There She Is!!,7.93,"Comedy, Romance",ONA,Unknown,3529,143
Kiteretsu Daihyakka,6.66,"Comedy, Drama, Kids, Slice of Life",TV,Manga,7484,12
Chou Seimeitai Transformers Beast Wars Neo,6.45,"Action, Adventure, Space, Mecha, Shounen",TV,Unknown,8701,2
Nyan Koi!,7.2,"Harem, Comedy, Romance",TV,Manga,649,624
Ravex in Tezuka World,5.6,"Space, Music",OVA,Unknown,10226,1
Eiga! Tamagotchi Uchuu Ichi Happy na Monogatari!?,NA,Kids,Movie,Unknown,12992,1
Eiga de Toujou! Tamagotchi Dokidoki! Uchuu no Maigotchi!?,6.25,Kids,Movie,Other,12003,1
Tamagotchi Honto no Hanashi,NA,Kids,Movie,Unknown,13830,0
Anime TV de Hakken! Tamagotchi,NA,"Comedy, Fantasy, Kids, Slice of Life",TV,Other,12063,2
Usahana: Yumemiru Ballerina,NA,Kids,Special,Unknown,14002,1
Porong Porong Pororo,5.95,Kids,TV,Unknown,12172,0
Pororo Daemoheom,NA,"Adventure, Kids",Special,Unknown,14563,0
Peeping Life,5.24,"Slice of Life, Comedy",TV,Original,8222,3
Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?,6.63,"Action, Comedy, Fantasy, Magic, Shoujo",Movie,Original,7297,1
Utsurun Desu.,NA,Comedy,OVA,Unknown,13352,1
Kimihagu,6.71,Hentai,OVA,Visual novel,6620,6
Atarashii Sekai,6.47,Music,Music,Unknown,8181,3
Ai,4.26,"Dementia, Psychological, Romance",Movie,Original,7552,6
Pico: My Little Summer Story,4.49,Yaoi,OVA,Original,4794,129
Angel Beats!,8.15,"Action, Comedy, Drama, School, Supernatural",TV,Original,15,46425
Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars,7.14,"Ecchi, Music",Music,Original,3169,32
Junjou Romantica Special,7.48,"Comedy, Romance, Shounen Ai",Special,Manga,3039,108
Kawa no Hikari,6.97,"Kids, Adventure",Special,Unknown,9918,4
Pokemon: Pikachu no Kirakira Daisousaku!,6.32,"Adventure, Comedy, Fantasy, Kids",Special,Game,6161,1
Fortune Quest: Yo ni mo Shiawase na Boukensha-tachi,6.17,"Adventure, Comedy, Fantasy, Magic",OVA,Novel,10605,0
Choukou Sennin Haruka,6.08,"Hentai, Yuri",OVA,Visual novel,6107,14
Popee the Performer,7.14,"Comedy, Dementia",TV,Original,5900,194
It's a Rumic World: 50th Anniversary Weekly★Shonen Sunday,6.88,"Comedy, Sci-Fi",Special,Unknown,7517,9
Urusei Yatsura: The Shougaibutsu Suieitaikai,7.09,"Action, Sci-Fi, Comedy, Romance, School",Special,Manga,7251,10
Bokura no Saibanin Monogatari,NA,School,ONA,Unknown,12801,2
Koume-chan ga Iku!,5.97,"Comedy, Romance, Slice of Life",TV,Manga,10526,1
Shakugan no Shana S,7.37,"Action, Drama, Fantasy, Romance, School, Supernatural",OVA,Light novel,1737,121
Darker than Black: Ryuusei no Gemini,7.48,"Action, Sci-Fi, Mystery, Super Power",TV,Original,381,1588
Hanamaru Youchien,7.31,"Slice of Life, Comedy, Seinen",TV,Manga,1896,181
"Machine Robo: Leina, The Legend of Wolf Blade",NA,"Action, Martial Arts, Mecha, Super Power",OVA,Unknown,11833,0
Chikyuu Bouei Kazoku Special,6.27,"Action, Game, Drama",Special,Original,12592,0
Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!,7.19,"Action, Historical, Martial Arts, Samurai",Special,Game,4603,11
Tentai Senshi Sunred 2nd Season,7.9,"Comedy, Parody, Seinen, Super Power",TV,Manga,5697,27
Super Bikkuriman,NA,"Adventure, Fantasy, Comedy, Demons, Sci-Fi",TV,Unknown,12762,3
Yume-iro Pâtissière,7.87,"Kids, School, Shoujo",TV,Manga,1921,1044
Kurokami: Intermission,6.63,"Action, Martial Arts, Super Power",Special,Unknown,6047,3
Makai Kishi Ingrid,6.97,"Hentai, Demons, Martial Arts, Fantasy",OVA,Visual novel,4741,196
Rurouni Kenshin DVD-BOX Special Ending,7.75,"Historical, Romance",Special,Manga,4101,73
Elmer no Bouken: My Father's Dragon,NA,"Adventure, Fantasy, Kids",OVA,Unknown,14018,0
Katanagatari,8.36,"Action, Adventure, Historical, Martial Arts, Romance",TV,Light novel,291,9798
Kuruneko,7.31,"Comedy, Slice of Life",TV,Manga,7070,9
Superflat First Love,5.67,"Adventure, Fantasy",Special,Unknown,7643,1
Pucca,6.56,"Comedy, Parody, Romance",TV,Unknown,4671,17
Ibara no Ou,7,"Action, Thriller, Mystery, Sci-Fi",Movie,Manga,1999,156
Watashi no Coffee Samurai: Jihanki-teki na Kareshi,6.05,"Action, Romance, Samurai, Sci-Fi",Special,Original,8071,7
Gakuen Maria: Bakunyuu Teachers,5.21,Hentai,OVA,Manga,9379,4
Kara no Kyoukai Remix: Gate of Seventh Heaven,7.6,"Action, Mystery, Romance, Super Power, Thriller",Movie,Light novel,2608,58
Nono-chan,6.18,"Comedy, Slice of Life",TV,4-koma manga,11086,2
Dengeki Bunko 2007 Movie Festival Special,6.21,Comedy,Special,Unknown,6842,2
Asari-chan,6.05,"Slice of Life, Comedy, Shoujo",TV,Manga,11613,4
Asari-chan: Ai no Marchen Shoujo,NA,"Adventure, Shoujo, Slice of Life",Movie,Unknown,12963,2
Queen's Blade: Gyokuza wo Tsugu Mono,6.58,"Action, Adventure, Ecchi, Fantasy",TV,Other,2373,91
Sengoku Basara Ni,7.57,"Action, Historical, Super Power, Martial Arts, Samurai",TV,Game,1989,193
Ayatsuri Haramase DreamNote,6.18,Hentai,OVA,Visual novel,5800,23
Chou Kousoku Galvion,5.97,"Action, Sci-Fi, Police, Mecha",TV,Original,10197,2
Higashi no Eden Movie II: Paradise Lost,7.63,"Action, Comedy, Drama, Mystery, Romance, Thriller",Movie,Original,1177,126
Tonari no 801-chan R,5.79,"Comedy, Music",OVA,4-koma manga,8040,0
Chu-Bra!!,6.23,"Ecchi, Comedy, School, Seinen",TV,Manga,2462,53
Ginga Tetsudou 999: Glass no Clair,6.6,"Drama, Sci-Fi, Space",Movie,Manga,8671,4
Namakura Gatana,5.55,"Comedy, Samurai",Movie,Original,6074,7
Joshikousei: Girl's High Specials,6.51,"Comedy, Slice of Life",Special,Manga,7081,4
Unko-san: Tsuiteru Hito ni Shika Mienai Yousei,5.35,"Comedy, Magic",TV,Original,11544,0
Passion,6.56,Music,Music,Unknown,7984,6
Love to Live By,5.6,Music,Music,Unknown,9903,0
8-gatsu no Symphony: Shibuya 2002-2003,6.61,Music,Movie,Book,9937,1
Byeolnala Samchongsa,5.57,"Adventure, Sci-Fi",Movie,Unknown,13024,0
Video Senshi Lezarion,6.41,"Action, Mecha, Sci-Fi",TV,Unknown,10924,1
Reporter Blues,6.43,"Mystery, Comedy",TV,Original,11159,1
Redline,8.29,"Action, Sci-Fi, Cars, Sports",Movie,Original,563,3912
Asura Cryin' 2,7.31,"Action, Supernatural, Mecha",TV,Light novel,2088,111
Doujouji,6,"Supernatural, Historical",Movie,Original,9661,3
11eyes,6.16,"Action, Ecchi, Super Power, Supernatural",TV,Visual novel,710,503
Marie & Gali Special,5.62,Comedy,Special,Original,11586,0
Mesu Kyoushi: Injoku no Kyoushitsu,6.31,Hentai,OVA,Visual novel,6760,10
Chinetsu Karte: The Devilish Cherry,6.65,Hentai,OVA,Manga,6536,25
Chinyuuki: Tarou to Yukai na Nakama-tachi,NA,Comedy,OVA,Unknown,12986,0
Batain Lai!! Minami no Shima no Mizu Monogatari,6.13,"Slice of Life, Historical",Movie,Unknown,11221,0
Hitozuma Koukan Nikki,6.07,Hentai,OVA,Visual novel,7012,9
Anata dake Konbanwa,6.87,"Harem, Hentai",OVA,Original,5656,41
Elf no Futagohime: Willan to Arsura,6.05,Hentai,OVA,Visual novel,7538,3
Mama Puri!?,6.77,Hentai,OVA,Visual novel,6276,26
Yatterman the Movie: Shin Yattermecha Osu Gou! Omocha no Kuni de Dai Ketsudan da Koron,6.23,"Comedy, Kids",Movie,Unknown,11106,0
Triangle Blue,6.03,Hentai,OVA,Visual novel,6008,36
Mangchi,6,"Adventure, Comedy, Fantasy",Movie,Unknown,10606,2
Jim Button,NA,"Kids, Adventure, Fantasy, Magic",TV,Book,13118,0
Fairy Tail,7.68,"Action, Adventure, Comedy, Magic, Fantasy, Shounen",TV,Manga,32,46658
Queen's Blade: Rurou no Senshi Specials,6,"Action, Adventure, Ecchi, Fantasy",Special,Other,4395,7
Tayutayu: Pure My Heart,6.39,Comedy,Special,Unknown,5696,6
Kuroshitsuji II,7.22,"Action, Comedy, Historical, Demons, Supernatural, Shounen",TV,Manga,298,4065
Ai Yori Aoshi: Yumegatari,6.79,"Comedy, Harem, Romance, Slice of Life",Special,Manga,5013,8
Natsu no Arashi! Akinaichuu,7.32,"Comedy, Romance, Supernatural",TV,Manga,3903,10
Ranma ½: Nettou Uta Gassen,7.17,"Comedy, Music",OVA,Unknown,6137,5
Dragon Ball Z: Atsumare! Gokuu World,6.48,"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",OVA,Manga,3899,5
Yamato 2520,5.78,"Action, Military, Sci-Fi, Adventure",OVA,Original,9569,2
Ankoku Cat,5.79,"Action, Comedy",ONA,Original,8572,2
Hanasakeru Seishounen Recaps,6.79,"Drama, Romance, Shoujo",Special,Manga,7257,7
Mechakko Dotakon,NA,"Comedy, Sci-Fi",TV,Unknown,13336,0
Helen Keller Monogatari: Ai to Hikari no Tenshi,6.38,Drama,Movie,Unknown,11576,3
Tonde Mon Pe,NA,Kids,TV,Unknown,13888,0
Ultraman Kids no Kotowaza Monogatari,6.04,"Comedy, Kids, Super Power",TV,Other,11981,1
Ginga Tetsudou 999: Kimi wa Senshi no You ni Ikirareru ka?,6.51,"Space, Drama, Sci-Fi",Special,Manga,9632,1
Ginga Tetsudou 999: Eien no Tabibito Emeraldas,6.82,"Sci-Fi, Space",Special,Manga,9591,1
Ginga Tetsudou 999: Kimi wa Haha no You ni Aiseru ka!!,6.58,"Sci-Fi, Space",Special,Manga,9710,2
Mouryou no Hako: Chuuzenji Atsuko no Jikenbo - Hako no Yurei no Koto,6.65,"Mystery, Seinen, Supernatural, Thriller",Special,Novel,5903,0
Makai Senki Disgaea: Welcome to Netherworld,6.75,"Action, Comedy, Demons, Magic, Fantasy",Special,Game,6799,5
Utawarerumono OVA Picture Drama,6.42,"Comedy, Fantasy",Special,Unknown,6647,4
Durarara!!,8.18,"Action, Mystery, Supernatural",TV,Light novel,57,29775
Dance in the Vampire Bund,7.06,"Action, Supernatural, Vampire",TV,Manga,781,715
Yoku Wakaru Gendai Mahou: Cruncha Cruncha Cruncha,6.64,"Comedy, Magic",Special,Light novel,6084,2
Tennis no Ouji-sama: The Band of Princes Film Kick the Future,6.94,"Action, Music",Music,Unknown,6612,28
Tatakau Shisho: The Book of Bantorra,7.24,"Action, Fantasy, Seinen, Super Power",TV,Light novel,2135,181
Cynical Hysterie Hour: Trip Coaster,NA,"Comedy, Slice of Life",Movie,Unknown,14126,1
Cynical Hysterie Hour: Henshin!,NA,Comedy,Movie,Unknown,14264,0
Cynical Hysterie Hour: Yoru wa Tanoshii,NA,Comedy,Movie,Unknown,14349,0
Cynical Hysterie Hour: Utakata no Uta,NA,Comedy,Movie,Unknown,14007,0
Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,7.82,"Action, Military, Super Power, Mecha",OVA,Original,2543,123
Mura Matsuri,5.06,Music,Movie,Original,9118,0
Dorimogu Daa!!,NA,"Adventure, Fantasy, Kids",TV,Unknown,12900,3
Break Blade 1: Kakusei no Toki,7.67,"Action, Fantasy, Mecha, Military, Shounen",Movie,Manga,1714,171
Shakugan no Shana III (Final),7.56,"Action, Supernatural, Drama, Romance, Fantasy",TV,Light novel,716,1168
Kuuchuu Buranko,7.96,"Comedy, Psychological, Drama, Seinen",TV,Novel,1766,1108
Densha Kamo Shirenai,5.63,Music,Music,Music,11021,2
Pokonyan!,6.63,"Comedy, Fantasy, Kids, Magic",TV,Unknown,11436,4
ef: A Tale of Memories. - Recollections,7.33,"Mystery, Drama, Romance",Special,Visual novel,4517,10
Goulart Knights: Evoked the Beginning Black,5.77,"Action, Drama, Fantasy, Shoujo, Supernatural",OVA,Original,4834,13
Kanokon: Manatsu no Dai Shanikusai,6.58,"Ecchi, Romance, Slice of Life",OVA,Light novel,2617,25
Mobile Suit SD Gundam Mk V,5.78,"Parody, Comedy, Mecha, Sci-Fi",OVA,Unknown,8688,0
"Kuroshitsuji: Sono Shitsuji, Kougyou",7.55,"Comedy, Demons, Historical, Shounen, Supernatural",Special,Manga,1495,319
Kurokami: Tora to Tsubasa,6.87,"Action, Super Power, Martial Arts, Seinen",Special,Manga,5281,4
Genius Party Beyond,7.23,"Sci-Fi, Music, Dementia, Fantasy",Movie,Original,4002,54
Kyuukyoku Choujin R,6.31,"Sci-Fi, Comedy",OVA,Manga,10131,2
Docchi ni Suru?,5.55,"Comedy, Kids",Movie,Unknown,11367,0
Saa Ikou! Tamagotchi,5.77,Kids,TV,Unknown,10923,0
Transformers: Scramble City,5.82,"Action, Sci-Fi, Mecha, Shounen",OVA,Unknown,9561,0
So Ra No Wo To,7.56,"Military, Sci-Fi, Music, Slice of Life",TV,Original,1090,1353
Toshi Densetsu Monogatari Hikiko,5.96,Horror,OVA,Original,6736,8
InuYasha: Kanketsu-hen,8.22,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",TV,Manga,692,2087
Ukkari Pénélope (2009),NA,"Comedy, Slice of Life",TV,Unknown,12245,0
Omocha Bako Series Dai 3 Wa: Ehon 1936-nen,4.73,Fantasy,Movie,Other,10622,0
Suzume no Oyado,5.35,Fantasy,Movie,Unknown,11639,0
Ohi-sama to Kaeru,4.35,Comedy,Movie,Original,11567,0
Izakaya no Ichiya,5.28,Action,Movie,Original,10939,0
Hinomaru Hatanosuke: Inazuma-gumi Tobatsu no Maki,4.75,"Action, Historical, Samurai",Movie,Original,11105,0
Hinomaru Hatanosuke: Bakemonoyashiki no Maki,4.86,Supernatural,Movie,Original,10631,1
Shoujouji no Tanuki-bayashi Ban Danemon,5.16,Supernatural,Movie,Original,10212,0
Ninjutsu Hinotama Kozou: Edo no Maki,4.08,Action,Movie,Original,10570,0
Taa-chan no Kaitei Ryokou,4.39,Adventure,Movie,Original,10662,0
Umi no Mizu wa Naze Karai,5.7,Historical,Movie,Original,10428,1
Issunboushi: Chibisuke Monogatari,5.08,"Action, Samurai",Movie,Original,10737,0
Tengu Taiji,5.09,Comedy,Movie,Original,10503,0
Dekobou no Jidousha Ryokou,4.16,"Adventure, Cars",Movie,Original,10210,1
Hinomaru Tarou: Musha Shugyou no Maki,4.87,"Action, Samurai",Movie,Original,11336,0
Maabou no Daikyousou,4.64,"Comedy, Sports",Movie,Original,10816,0
Maabou no Kinoshita Toukichirou,5.12,Samurai,Movie,Original,10603,0
Oyoge ya Oyoge,5.08,Sports,Movie,Original,11677,1
Kangaroo no Tanjoubi,5.36,Adventure,Movie,Original,10934,3
Osaru no Sankichi: Boukuusen,4.49,Military,Movie,Original,10738,0
Kuma ni Kuwarenu Otoko,5.16,"Adventure, Music",Movie,Original,11753,0
Gulliver Funtouki,5.21,Adventure,Movie,Book,11635,1
Doubutsu Mura no Daisodou,5.13,Action,Movie,Original,11566,0
Bouken Dankichi: Hyouryuu no Maki,4.61,Adventure,Movie,Original,10949,0
Norakuro Shoui: Nichiyoubi no Kaijiken,4.87,"Action, Military",Movie,Manga,11074,1
Kaitei no Boukun,4.52,Adventure,Movie,Original,11018,1
Ahiru no Otegara,5.06,Adventure,Movie,Original,9701,2
Da Nao Tiangong,6.59,Adventure,Movie,Novel,11089,3
Aoi Chou,5.25,Music,Music,Unknown,10306,2
Momotarou no Umiwashi,5,"Military, Historical, Kids",Movie,Original,9841,0
Shui Naodai,6.14,"Sci-Fi, Dementia, Fantasy",Special,Original,10072,0
K-On!: Live House!,7.83,"Comedy, Music, School, Slice of Life",Special,4-koma manga,1197,247
xxxHOLiC Rou,8.23,"Mystery, Supernatural",OVA,Unknown,2066,188
Halo Legends,7.04,"Action, Drama, Military, Sci-Fi",ONA,Game,2787,183
Wansa-kun,NA,Comedy,TV,Manga,11959,0
Cyborg 009,6.1,"Action, Adventure, Drama, Sci-Fi, Shounen",Movie,Manga,8187,3
Iron Man,6.1,"Action, Mecha, Drama",TV,Other,3322,31
Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki,6.54,"Adventure, Comedy, Fantasy, Kids",Special,Game,4712,10
Usavich Special,6.43,"Adventure, Comedy",Special,Unknown,9151,0
Deadman Wonderland,7.22,"Action, Horror, Sci-Fi, Shounen, Supernatural",TV,Manga,79,6313
Hatsukoi Limited.: Gentei Shoujo,6.71,"Comedy, Ecchi, School, Shounen",Special,Manga,4149,8
Umi Monogatari: Anata ga Ite Kureta Koto - Shinjiau Kokoro,6.56,"Fantasy, Comedy, Supernatural",Special,Game,7235,0
Ookami to Koushinryou II: Holo no Short Anime,7.06,Fantasy,Special,Light novel,2201,151
Sora no Manimani Specials,6.57,"Slice of Life, Comedy, School, Seinen",Special,Manga,6300,3
Time Bokan Series: Zenderman,5.96,"Action, Sci-Fi, Adventure, Comedy, Super Power, Mecha",TV,Unknown,11263,0
Ontama!,6.76,"Slice of Life, Magic, Comedy, Seinen",ONA,Manga,8444,3
Soukan Yuugi 2,6.4,Hentai,OVA,Visual novel,6853,13
Yokorenbo: Immoral Mother,6.83,Hentai,OVA,Visual novel,5246,77
Oni Chichi,7,Hentai,OVA,Visual novel,2327,600
Hakuouki,7.41,"Action, Historical, Supernatural, Drama, Samurai, Josei",TV,Visual novel,1040,2030
Pandora Hearts Omake,7.37,Comedy,Special,Manga,2509,137
